iter	Logloss
131	0.007014506982
132	0.006961561305
133	0.006882387312
134	0.006833889354
135	0.006722810071
136	0.006687511126
137	0.006633614889
138	0.006556243448
139	0.006514476241
140	0.006429300225
141	0.006418780568
142	0.006293197791
143	0.006228750888
144	0.006155848251
145	0.006097287643
146	0.006065116303
147	0.006010082413
148	0.005933019827
149	0.00587311396
150	0.005780433647
151	0.005760687149
152	0.005739028426
153	0.005694685734
154	0.005667850782
155	0.005646448892
156	0.005614425109
157	0.005583223865
158	0.005551099016
159	0.005512798342
160	0.005490995476
161	0.005456315363
162	0.005420380234
163	0.00541091454
164	0.005336447476
165	0.005314306026
166	0.005295637959
167	0.005276374296
168	0.005202082334
169	0.005176818654
170	0.005135723103
171	0.005107530899
172	0.005041831933
173	0.004988909942
174	0.004973474681
175	0.004956726595
176	0.004921146062
177	0.004905584743
178	0.004890859693
179	0.004882503271
180	0.004824801724
181	0.004807072243
182	0.004783099179
183	0.004769417603
184	0.004746469453
185	0.00470295852
186	0.004662829615
187	0.004620401854
188	0.004598253901
189	0.004548128652
190	0.00454103175
191	0.004509467621
192	0.004463601839
193	0.004432628175
194	0.004413620999
195	0.004375610889
196	0.004354725907
197	0.004321934187
198	0.004292134181
199	0.00423870533
200	0.004224947585
201	0.004212390428
202	0.004206541512
203	0.004167929545
204	0.004142606937
205	0.004105332404
206	0.00409913646
207	0.004031261442
208	0.004005721046
209	0.003985748986
210	0.00395836493
211	0.003950748668
212	0.003926614708
213	0.003920015281
214	0.003856500047
215	0.003845328201
216	0.003828927323
217	0.003799296332
218	0.003794389796
219	0.003785461722
220	0.00374894134
221	0.003723451688
222	0.003684369597
223	0.003649655904
224	0.003622105126
225	0.003615420947
226	0.003605144892
227	0.003583940643
228	0.003558344173
229	0.003549265357
230	0.00352948816
231	0.00348914536
232	0.003466472703
233	0.003454639087
234	0.003427463838
235	0.00341127489
236	0.003404742853
237	0.003386431969
238	0.003374649532
239	0.003361385801
240	0.003332637073
241	0.003324582004
242	0.003306576554
243	0.003278745397
244	0.0032787436
245	0.003274952369
246	0.003274925535
247	0.003259076255
248	0.00324737716
249	0.003210100129
250	0.003197900654
251	0.003187290647
252	0.003171170334
253	0.003149978955
254	0.003134125905
255	0.003111098672
256	0.003087248022
257	0.003045652474
258	0.003038357501
259	0.003025029282
260	0.00301059234
261	0.003006889779
262	0.00299755532
263	0.00298429111
264	0.002974493124
265	0.002964913165
266	0.002956960516
267	0.002956960516
268	0.002940938333
269	0.002920356522
270	0.002912617109
271	0.002907480961
272	0.002870182584
273	0.002852432534
274	0.002839914118
275	0.002821502237
276	0.002810811614
277	0.002803360464
278	0.002792518195
279	0.002785556716
280	0.002766545051
281	0.002757807919
282	0.00275442997
283	0.002751562884
284	0.002740720889
285	0.002735309931
286	0.002727983185
287	0.00272224455
288	0.002705573017
289	0.002688996153
290	0.002678512509
291	0.002667140671
292	0.002657545447
293	0.002650179174
294	0.002642282862
295	0.002612541134
296	0.002608353728
297	0.002602934106
298	0.002593649339
299	0.002580945717
300	0.002569911652
301	0.002561147605
302	0.002561147605
303	0.002548537044
304	0.002540541649
305	0.002540523236
306	0.002531369733
307	0.002511297819
308	0.002496091109
309	0.002481354387
310	0.002468234978
311	0.002465136817
312	0.002458327397
313	0.002450361241
314	0.002439806949
315	0.0024190331
316	0.002406515545
317	0.002399376226
318	0.002388693257
319	0.002382413235
320	0.002368930766
321	0.002354209273
322	0.002346211916
323	0.002314451704
324	0.002307460334
325	0.002301284636
326	0.002284331763
327	0.002274370782
328	0.002263417248
329	0.002259100489
330	0.002251485867
331	0.002246223936
332	0.002242828754
333	0.002229867435
334	0.002211818666
335	0.002202105355
336	0.002199627155
337	0.002193903536
338	0.002189083793
339	0.00218411156
340	0.002178576864
341	0.002170755977
342	0.002143394882
343	0.002128935139
344	0.002121941475
345	0.002114886766
346	0.00210219399
347	0.002083425791
348	0.002069732174
349	0.002066870939
350	0.002060930715
351	0.002052859284
352	0.002045232442
353	0.002023535453
354	0.002017833759
355	0.00201783084
356	0.002009206309
357	0.002000456197
358	0.001988483569
359	0.00197922651
360	0.001971828964
361	0.001957919407
362	0.001957909527
363	0.001951696499
364	0.001943112724
365	0.001927963886
366	0.001923490168
367	0.001913740005
368	0.001913740005
369	0.001913759092
370	0.001913759092
371	0.001901986281
372	0.001893757807
373	0.001893765666
374	0.001887622319
375	0.001881394863
376	0.001881397109
377	0.001873731343
378	0.001858816335
379	0.001854245413
380	0.001838241889
381	0.001832220678
382	0.001813693351
383	0.001807217558
384	0.001800695749
385	0.001800695749
386	0.001796138837
387	0.001792880928
388	0.001778962044
389	0.001778948459
390	0.001767812282
391	0.001759607541
392	0.001745409538
393	0.00174082686
394	0.001734279025
395	0.001728081394
396	0.001722296184
397	0.001707519712
398	0.001707532624
399	0.00170110013
400	0.001696046184
401	0.001683170683
402	0.001683144298
403	0.001672435579
404	0.001672420983
405	0.001668177399
406	0.001658217657
407	0.001658217657
408	0.001652539995
409	0.001646435042
410	0.001640646135
411	0.001635126662
412	0.001627475674
413	0.001615412395
414	0.001605815096
415	0.001605812963
416	0.001599451357
417	0.001599458206
418	0.001592381046
419	0.00158668728
420	0.001583209985
421	0.001578109468
422	0.001569659895
423	0.001564977784
424	0.001564982612
425	0.001557389062
426	0.001553270414
427	0.001551653265
428	0.001546971654
429	0.001540436733
430	0.001540436733
431	0.00153035646
432	0.001525072652
433	0.001513801971
434	0.001506625713
435	0.001497454059
436	0.00149744227
437	0.001492100811
438	0.001492102607
439	0.001486215433
440	0.001486226885
441	0.001486226436
442	0.001482825775
443	0.00148276043
444	0.001476345117
445	0.001465122087
446	0.001461660341
447	0.001461654351
448	0.001453143696
449	0.001445578016
450	0.001445588121
451	0.00144084215
452	0.001440881559
453	0.001436538244
454	0.001431901171
455	0.001428415329
456	0.001428419332
457	0.001427879952
458	0.001427875237
459	0.001415928357
460	0.001415933746
461	0.001415941493
462	0.001411664164
463	0.001411630032
464	0.001406992294
465	0.001401489057
466	0.001394365454
467	0.001380378565
468	0.001369825831
469	0.001365991665
470	0.001365967936
471	0.001359675941
472	0.001359591997
473	0.001350034757
474	0.001350062602
475	0.001350042167
476	0.001344437591
477	0.001335394157
478	0.001330504104
479	0.001323263176
480	0.001317566155
481	0.001309801261
482	0.001309802271
483	0.001309811029
484	0.001305910822
485	0.001301222279
486	0.001301219584
487	0.001296553017
488	0.001293178915
489	0.001293137934
490	0.001293134791
491	0.001293105037
492	0.00129313771
493	0.001293120419
494	0.001293134005
495	0.001286564472
496	0.001286579292
497	0.001279889587
498	0.001275266324
499	0.001275275868
500	0.00127524937
501	0.001268565687
502	0.001268572087
503	0.001264654139
504	0.001264641525
505	0.001264633216
506	0.001261640422
507	0.001261666133
508	0.001253200819
509	0.001253232481
510	0.001253214292
511	0.001253196889
512	0.001253215639
513	0.001245341342
514	0.001237387508
515	0.001237387171
516	0.001237357081
517	0.001234779342
518	0.001234753631
519	0.001234770697
520	0.00123024115
521	0.001222670845
522	0.001215209796
523	0.001215189137
524	0.001215186779
525	0.001215182849
526	0.001207952566
527	0.00120794336
528	0.001201002339
529	0.001193166169
530	0.001193163025
531	0.001193176948
532	0.00119317313
533	0.00118666778
534	0.001180907567
535	0.00117423211
536	0.001174250299
537	0.001174235815
538	0.001174219238
539	0.001174196109
540	0.001174217553
541	0.001174210592
542	0.001169380455
543	0.001169377497
544	0.001169371322
545	0.001162863679
546	0.001157986383
547	0.001158002551
548	0.001157982902
549	0.001157886906
550	0.00115789192
551	0.00115336201
552	0.001148982179
553	0.001148979147
554	0.001148969453
555	0.001148993367
556	0.001148978098
557	0.001142657209
558	0.001142670458
559	0.001142673377
560	0.001142663272
561	0.001142642501
562	0.001142672928
563	0.001142652269
564	0.001142652269
565	0.001142652269
566	0.00114265328
567	0.001138202402
568	0.001138182192
569	0.00113816187
570	0.001138188143
571	0.001132171209
572	0.001132195236
573	0.001132184682
574	0.0011321821
575	0.0011321821
576	0.00113216728
577	0.001132165371
578	0.001132181651
579	0.001126509698
580	0.001126531704
581	0.001126521038
582	0.00112653002
583	0.001126500266
584	0.001126497572
585	0.001121287484
586	0.00111877715
587	0.001114545871
588	0.001114527233
589	0.001114532734
590	0.001110545844
591	0.001110536525
592	0.001110539669
593	0.001110511937
594	0.00110614937
595	0.00110615229
596	0.001106142971
597	0.001100682062
598	0.001098733236
599	0.001098720324
600	0.001098715945
601	0.001098731552
602	0.00109870584
603	0.001098704044
604	0.001093713236
605	0.001093723902
606	0.001093723902
607	0.001093697405
608	0.001093697405
609	0.001093699089
610	0.001093699089
611	0.001091449704
612	0.001091454756
613	0.001091446223
614	0.00109142781
615	0.00109142781
616	0.00109142781
617	0.001091425677
618	0.00109142287
619	0.001089310324
620	0.001089308415
621	0.001089310885
622	0.001083815076
623	0.001083817546
624	0.001083804073
625	0.001083804073
626	0.00108382316
627	0.001083811034
628	0.001083811034
629	0.001083750854
630	0.001083717283
631	0.001083731767
632	0.001083715262
633	0.001079663062
634	0.001079686977
635	0.001074790144
636	0.001074770047
637	0.001069784526
638	0.001069780821
639	0.001069784189
640	0.001069768133
641	0.001069742984
642	0.001069775319
643	0.001064928976
644	0.001062914155
645	0.001062879911
646	0.001060569236
647	0.001060562949
648	0.001060576646
649	0.001060551833
650	0.001060519122
651	0.001060498688
652	0.001058216824
653	0.00105817764
654	0.001058220529
655	0.001058190439
656	0.001058192348
657	0.001058217723
658	0.001058217723
659	0.001058179773
660	0.001058180335
661	0.001058192797
662	0.001058207505
663	0.001058190776
664	0.001058205484
665	0.001058189204
666	0.001058174159
667	0.001058176629
668	0.001058189429
669	0.001058172026
670	0.001056486725
671	0.001056519622
672	0.001056503455
673	0.001056493687
674	0.001056495932
675	0.001056478417
676	0.001056479091
677	0.001056487736
678	0.001056474936
679	0.001056484368
680	0.001056466179
681	0.001056466179
682	0.001056472017
683	0.001056467302
684	0.001056462249
685	0.001056490655
686	0.001056482234
687	0.001056457421
688	0.00105647067
689	0.001056441405
690	0.001056454878
691	0.001056453194
692	0.001056419062
693	0.001056463186
694	0.001056448815
695	0.001056425911
696	0.001056443875
697	0.001056458583
698	0.00105642389
699	0.001056426584
700	0.001056430963
701	0.00105645151
702	0.00105644511
703	0.001056440468
704	0.001056439457
705	0.001056418237
706	0.001056417788
707	0.001056414083
708	0.001056402181
709	0.001056396568
710	0.00105639915
711	0.001056416665
712	0.001052043057
713	0.001052061695
714	0.001052018468
715	0.001052019366
716	0.001052016223
717	0.001052011395
718	0.001052016447
719	0.001052008588
720	0.001052007914
721	0.001052020714
722	0.001051991971
723	0.001051997585
724	0.001051968618
725	0.001051996574
726	0.001051998371
727	0.001051980968
728	0.001051982315
729	0.00105198995
730	0.001051982652
731	0.001051990287
732	0.001051972884
733	0.001051987031
734	0.001051994441
735	0.001051985459
736	0.001051965586
737	0.001051979284
738	0.001051971312
739	0.001051969179
740	0.001051935159
741	0.001051958513
742	0.001051944029
743	0.001051944029
744	0.001051931791
745	0.001051931791
746	0.001051942233
747	0.00105190215
748	0.001051917756
749	0.001051936956
750	0.001051907202
751	0.001051896873
752	0.001051896873
753	0.001051900466
754	0.001051900466
755	0.001051906304
756	0.001051906304
757	0.001051910571
758	0.001051883512
759	0.001051883512
760	0.001051904283
761	0.00105190215
762	0.001051887217
763	0.00105188834
764	0.001051903946
765	0.001051881491
766	0.001051860383
767	0.001051871499
768	0.001051869737
769	0.001051869737
770	0.001051864797
771	0.001051845597
772	0.001051860979
773	0.001051860979
774	0.001051838861
775	0.001051854692
776	0.001051848404
777	0.001051848404
778	0.001051852334
779	0.001051857274
780	0.001051823816
781	0.001051860755
782	0.001051827184
783	0.001051827184
784	0.001051834706
785	0.00105182797
786	0.001051820447
787	0.001051824153
788	0.001051825724
789	0.001051841668
790	0.001051789122
791	0.001051814048
792	0.001051797992
793	0.001051797992
794	0.001051812364
795	0.001051812364
796	0.001051805515
797	0.001051805515
798	0.001051798441
799	0.00105180529
800	0.001051803718
801	0.001051804616
802	0.001051804616
803	0.001051789347
804	0.001051799115
805	0.001051778681
806	0.001051778681
807	0.001051783059
808	0.001051796757
809	0.001051779242
810	0.001051779242
811	0.00105178508
812	0.001051778568
813	0.001051769137
814	0.00105179788
815	0.001051797094
816	0.001051740731
817	0.001051740731
818	0.001051769586
819	0.001051783621
820	0.001051772955
821	0.001051772955
822	0.001051772955
823	0.001051754317
824	0.00105176532
825	0.001051748927
826	0.001051767453
827	0.001051749601
828	0.001051757124
829	0.001051768014
830	0.001051739833
831	0.001051751847
832	0.001051760267
833	0.001051753868
834	0.001051747356
835	0.001051758808
836	0.001051730739
837	0.001051737475
838	0.001051741293
839	0.001051695484
840	0.001051712999
841	0.001051714122
842	0.001051724451
843	0.001051695372
844	0.001051705477
845	0.001051707947
846	0.001051720858
847	0.001051695372
848	0.001051667415
849	0.001051683583
850	0.001051682684
851	0.001051675836
852	0.00105168594
853	0.001051700424
854	0.001051677857
855	0.001051686277
856	0.001051680776
857	0.001051694024
858	0.001051663373
859	0.001051687512
860	0.001051689982
861	0.001051671232
862	0.001051654503
863	0.001051679204
864	0.001051659443
865	0.001051664496
866	0.001051663148
867	0.001051699189
868	0.001051649788
869	0.001051669436
870	0.001051632497
871	0.001051664496
872	0.001051666404
873	0.001051638111
874	0.001051633957
875	0.001051627894
876	0.001051633957
877	0.001051633283
878	0.00105163403
879	0.001051606073
880	0.001051604726
881	0.00105162516
882	0.001051607084
883	0.001051598102
884	0.001051614831
885	0.001051614831
886	0.00105159406
887	0.001051601396
888	0.001051593537
889	0.001051588709
890	0.001051600835
891	0.001051574899
892	0.001051570857
893	0.001051576583
894	0.001051556261
895	0.001051562212
896	0.001051566928
897	0.001051545595
898	0.001051543462
899	0.001051549525
900	0.001051555251
901	0.001051565131
902	0.001051565131
903	0.001051527743
904	0.001051536613
905	0.001051523926
906	0.001051532122
907	0.001051503828
908	0.00105153242
909	0.00105150087
910	0.001051500309
911	0.00105150873
912	0.001051496941
913	0.001051479762
914	0.001051512772
915	0.001051503004
916	0.001051484253
917	0.001051484253
918	0.00105148605
919	0.00105149099
920	0.001051473699
921	0.001051473699
922	0.001051477854
923	0.001051467637
924	0.001051490541
925	0.001051490541
926	0.001051491664
927	0.001051491102
928	0.001051453304
929	0.001051453304
930	0.001051497204
931	0.001051465318
932	0.001051450497
933	0.001051465655
934	0.001051475535
935	0.001051475535
936	0.001050614376
937	0.001050602699
938	0.001050630319
939	0.001050596749
940	0.001050626502
941	0.001050619765
942	0.001050568006
943	0.001050591584
944	0.001050593717
945	0.001050604271
946	0.001050616734
947	0.001050621113
948	0.00105057755
949	0.00105058103
950	0.001050576651
951	0.001050603934
952	0.001050594391
953	0.001050600566
954	0.00105058597
955	0.001050569915
956	0.001050605955
957	0.001050562617
958	0.00105057463
959	0.001050583276
960	0.001050587991
961	0.001050562841
962	0.001050571374
963	0.001050551951
964	0.001050558238
965	0.001050572273
966	0.00105057216
967	0.001050564076
968	0.001050536007
969	0.001050543979
970	0.001050540611
971	0.001050539488
972	0.001050552736
973	0.001050554645
974	0.001050531965
975	0.001050515798
976	0.001050531853
977	0.001050531292
978	0.001050523769
979	0.001050512092
980	0.001050528485
981	0.001050508387
982	0.001050511194
983	0.00105048582
984	0.001050519166
985	0.001050519166
986	0.001050499518
987	0.001050503784
988	0.001050504009
989	0.00105050311
990	0.001050482788
991	0.001050515573
992	0.001050491434
993	0.001050499068
994	0.001050485595
995	0.001050473245
996	0.001050489076
997	0.001050478297
998	0.001050477287
999	0.00105046808
